feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Genus.Candidatus_Bacilloplasma	responder	Resp	-0.00585810922360983	0.0138643762249935	12	6	0.681579813549858	0.91560353873638
Genus.Xanthomonas	responder	Resp	-0.00442680197606296	0.00843777784954592	12	7	0.611264824025385	0.91560353873638
Family.Intrasporangiaceae	responder	Resp	0.00306910665345333	0.00721317440774691	12	6	0.679493678888903	0.91560353873638
Genus.Lacihabitans	responder	Resp	0.00504915010025815	0.0106321568227705	12	5	0.645063765355549	0.91560353873638
Genus.hgcI_clade	responder	Resp	-0.00642786587488457	0.0132828204261497	12	10	0.63886274370859	0.91560353873638
Genus.Cetobacterium	responder	Resp	-0.0051874138930312	0.011823568530507	12	6	0.670180779569881	0.91560353873638
Genus.Cellvibrio	responder	Resp	0.00301625489829169	0.00701356775009472	12	5	0.676272193281593	0.91560353873638
Genus.Sulfuritalea	responder	Resp	0.00854055664863562	0.0159159790502381	12	5	0.603274298925121	0.91560353873638
Genus.CL500.29_marine_group	responder	Resp	-0.00540532953142108	0.0133209930780436	12	7	0.693453906998063	0.91560353873638
Genus.Microbacterium	responder	Resp	0.00357151730621555	0.00816062174022671	12	6	0.670939493237613	0.91560353873638
Genus.Nosocomiicoccus	responder	Resp	0.00365803749794513	0.00891627193280026	12	4	0.690262979942262	0.91560353873638
Genus.Proteocatella	responder	Resp	0.00255384455028345	0.00637137668003144	12	7	0.696974965157749	0.91560353873638
Genus.Prevotellaceae_UCG.004	responder	Resp	-0.00454820227530861	0.0110418596208102	12	4	0.68909900594852	0.91560353873638
Genus..Clostridium._innocuum_group	responder	Resp	-0.00301771586596874	0.00681517818984294	12	4	0.667339657826465	0.91560353873638
Genus.Nitrosomonas	responder	Resp	0.00666681459485226	0.0131177520670797	12	5	0.622315674854569	0.91560353873638
Genus.Hirschia	responder	Resp	0.00568630427563181	0.0123328058445573	12	5	0.654612520773612	0.91560353873638
Genus.Chryseolinea	responder	Resp	-0.00328739554909258	0.00695447133238185	12	7	0.646573412000938	0.91560353873638
Genus.uncultured	responder	Resp	0.00397278329521473	0.00811430201273936	12	4	0.634977115023318	0.91560353873638
Genus.Geodermatophilus	responder	Resp	0.00398300495782556	0.0095357891185268	12	4	0.685000458862677	0.91560353873638
Genus.Rikenellaceae_RC9_gut_group	responder	Resp	0.00310194395741195	0.00616116691396012	12	7	0.625540383281027	0.91560353873638
Genus.Lentimonas	responder	Resp	0.00245502312389357	0.00483907534093196	12	6	0.622921399054612	0.91560353873638
Genus.Lachnospiraceae_FCS020_group	responder	Resp	0.00217794327361029	0.00518466748638338	12	5	0.683314642905185	0.91560353873638
Kingdom.d__Bacteria	responder	Resp	-0.00361687010144937	0.00729115894093475	12	5	0.630571566060866	0.91560353873638
Genus.Clostridium_sensu_stricto_11	responder	Resp	0.00215831914267593	0.00486939943257111	12	5	0.667026397728339	0.91560353873638
Genus.uncultured	responder	Resp	0.0044155756683572	0.00997237647433986	12	4	0.667348546116218	0.91560353873638
Genus.Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	responder	Resp	-0.00195437702050249	0.00450259387575194	12	4	0.673463350695692	0.91560353873638
Genus.uncultured	responder	Resp	-0.0025282714333666	0.00622343819762762	12	4	0.69311627330016	0.91560353873638
Genus.Kytococcus	responder	Resp	-0.00191587248885184	0.00442210879273802	12	4	0.674030344573442	0.91560353873638
Genus.Pseudohongiella	responder	Resp	-0.00212538333089399	0.00472354029421876	12	4	0.662339076951746	0.91560353873638
Genus.Cutibacterium	responder	Resp	-0.0110779864304641	0.0303447506941219	12	12	0.722661295923011	0.920360384293961
Genus.Tetragenococcus	responder	Resp	0.00582079870523057	0.0165962392444186	12	12	0.733067035084934	0.920360384293961
Genus.Parasutterella	responder	Resp	-0.00422459069300545	0.0119186228296687	12	12	0.730360124435909	0.920360384293961
Genus.Providencia	responder	Resp	-0.00306904106506616	0.0087062853193129	12	7	0.731773288003349	0.920360384293961
Genus.Lachnospiraceae_UCG.001	responder	Resp	-0.00296673822490862	0.00763361231181263	12	8	0.705687606057556	0.920360384293961
Genus.Eremococcus	responder	Resp	-0.00263144892158749	0.00750575970261255	12	4	0.733168441725698	0.920360384293961
Genus.Thauera	responder	Resp	0.00268318601745303	0.00750960563104065	12	5	0.728292279355822	0.920360384293961
Genus.Helicobacter	responder	Resp	0.00190147009667996	0.0052481012316554	12	6	0.724655878854266	0.920360384293961
Genus.Sphingobium	responder	Resp	-0.00315379891897232	0.0081627904893787	12	9	0.707321303814111	0.920360384293961
Genus.Chromohalobacter	responder	Resp	0.00245400955714728	0.00692275037469402	12	4	0.730336986863475	0.920360384293961
Genus.Chujaibacter	responder	Resp	0.0036450659375314	0.0101741282585957	12	5	0.727590147751741	0.920360384293961
Genus.Petrimonas	responder	Resp	0.00161666590582473	0.00442582159551628	12	5	0.722509735548221	0.920360384293961
Genus.Escherichia.Shigella	responder	Resp	0.016523251722866	0.0488277346978491	12	12	0.742060094761682	0.92823064857115
Genus.Methyloceanibacter	responder	Resp	0.00276578711199168	0.00887544317213418	12	9	0.761727301885992	0.949476988970567
Genus.Lawsonella	responder	Resp	-0.00394362955882148	0.0136696690048007	12	12	0.778859416235495	0.952538341880304
Genus.Roseburia	responder	Resp	0.00223881148542831	0.00783939411467744	12	12	0.781024188134991	0.952538341880304
Genus.Monoglobus	responder	Resp	-0.00342830125603843	0.0120232355804794	12	11	0.781355464063919	0.952538341880304
Genus.Rhodanobacter	responder	Resp	0.00334950084670919	0.0116568080425506	12	8	0.77971612470422	0.952538341880304
Genus..Eubacterium._hallii_group	responder	Resp	0.00272167129153927	0.00974478662510325	12	9	0.785709592737426	0.952538341880304
Genus.Desulfovibrio	responder	Resp	-0.00273629387311922	0.00978299845622939	12	10	0.785408527194597	0.952538341880304
Genus.Janthinobacterium	responder	Resp	-0.00315141573600503	0.0112262110019311	12	7	0.784647757495815	0.952538341880304
Genus.Paenarthrobacter	responder	Resp	-0.00310729458866506	0.010826931912429	12	6	0.779973573774316	0.952538341880304
Genus.Veillonella	responder	Resp	0.00461591691481896	0.0175122519436106	12	12	0.797453696314692	0.953711515187166
Genus.Gemella	responder	Resp	0.0039015319352443	0.0143464775294539	12	9	0.791192242609862	0.953711515187166
Genus.Aeromonas	responder	Resp	-0.0047308268150116	0.017821301564401	12	11	0.79604796869488	0.953711515187166
Genus.Rikenella	responder	Resp	0.00130577603596841	0.0049241231031893	12	5	0.796257399966274	0.953711515187166
Genus.Ralstonia	responder	Resp	0.00880078594897649	0.0355306115223834	12	12	0.809381452233505	0.958264328062411
Genus..Eubacterium._coprostanoligenes_group	responder	Resp	-0.00285295868273164	0.01141295829725	12	11	0.807666713763556	0.958264328062411
Genus.Ancylobacter	responder	Resp	0.00153794999946674	0.00607876439151377	12	6	0.805390337673862	0.958264328062411
Genus.Chloroplast	responder	Resp	0.00437514556114814	0.0373421716992589	12	12	0.909050128668855	0.961890118660365
Genus.Blautia	responder	Resp	0.00243351900232703	0.020331580407964	12	12	0.907097966054375	0.961890118660365
Genus.Proteus	responder	Resp	-0.00425482616026169	0.0185931644433889	12	6	0.82360671371599	0.961890118660365
Genus.Delftia	responder	Resp	-0.00443293293727147	0.0197989044169099	12	12	0.827344763323516	0.961890118660365
Genus.Paracoccus	responder	Resp	-0.00269105638335437	0.0225289436515279	12	11	0.907285385804145	0.961890118660365
Genus.Dialister	responder	Resp	0.00156228081890626	0.0127886369046973	12	8	0.905191114513573	0.961890118660365
Genus.Weissella	responder	Resp	-0.00113429478709021	0.00711101654811298	12	11	0.876441035023004	0.961890118660365
Genus.Mitochondria	responder	Resp	0.00249662251783233	0.0166581690379446	12	11	0.883843934278347	0.961890118660365
Order.Bacillales	responder	Resp	-0.00313104246501569	0.0133235674887681	12	9	0.818950675513378	0.961890118660365
Genus.Sutterella	responder	Resp	-0.00214668518004152	0.0110940151355815	12	8	0.850441699379989	0.961890118660365
Genus.Desulfosporosinus	responder	Resp	0.00244571031125628	0.0113033615751616	12	12	0.833049239119946	0.961890118660365
Genus.UCG.005	responder	Resp	-0.00227741070894451	0.0159030261722789	12	6	0.888971937217046	0.961890118660365
Genus.Gilliamella	responder	Resp	0.000907042552413785	0.00764092608138513	12	8	0.907857097407448	0.961890118660365
Genus.Tepidimonas	responder	Resp	-0.0014497975270722	0.00856691026094119	12	8	0.86898827945876	0.961890118660365
Genus.uncultured	responder	Resp	-0.000999377025495945	0.00796663883816822	12	4	0.902657185458643	0.961890118660365
Genus.Tumebacillus	responder	Resp	-0.00133341102750331	0.00736057798763809	12	6	0.859864361470316	0.961890118660365
Genus.Chitinophaga	responder	Resp	0.00126980009460913	0.00999664287335949	12	7	0.901440330024599	0.961890118660365
Genus.Chryseobacterium	responder	Resp	-0.00109737113011736	0.00614640148813529	12	8	0.861865065351186	0.961890118660365
Genus.Kocuria	responder	Resp	0.00149187508345506	0.00854356253775019	12	4	0.864863125586082	0.961890118660365
Genus.Methylobacterium.Methylorubrum	responder	Resp	0.000902214226474468	0.00701700915407957	12	10	0.900242811923205	0.961890118660365
Genus.Motilimonas	responder	Resp	0.00275132221436826	0.0144493170930496	12	5	0.852796305036569	0.961890118660365
Genus.Ellin6067	responder	Resp	0.00269912655559283	0.0117393225689673	12	5	0.82278739974548	0.961890118660365
Genus.Phyllobacterium	responder	Resp	0.00171592974259381	0.00850022228993315	12	7	0.844066729334521	0.961890118660365
Genus.Clostridia_vadinBB60_group	responder	Resp	-0.000623023047448567	0.00549595147953792	12	5	0.911988384457723	0.961890118660365
Genus.Deinococcus	responder	Resp	0.00152251944182508	0.00797410560724384	12	10	0.85239885006605	0.961890118660365
Genus.uncultured	responder	Resp	0.00157929607216347	0.00732022569793342	12	4	0.833524080134188	0.961890118660365
Genus.Anaerotruncus	responder	Resp	-0.00147837892588181	0.00724301128024537	12	6	0.842360770333871	0.961890118660365
Genus.Edwardsiella	responder	Resp	-0.000714453002578062	0.00580343765285887	12	6	0.904460248997861	0.961890118660365
Genus.uncultured	responder	Resp	0.000697523886748358	0.00604372240985121	12	4	0.910402465603174	0.961890118660365
Genus.Olsenella	responder	Resp	-0.000961095447480642	0.00687607946384142	12	4	0.891613840905231	0.961890118660365
Genus.Sellimonas	responder	Resp	0.000900027038277032	0.00803046111377855	12	4	0.912980451609838	0.961890118660365
Genus.Mucispirillum	responder	Resp	-0.00088214211907511	0.00545966995572598	12	5	0.874858962948505	0.961890118660365
Genus.Brevibacillus	responder	Resp	0.00127867720686891	0.00748490672652859	12	4	0.867761342849155	0.961890118660365
Genus.Algoriphagus	responder	Resp	-0.00100884000474021	0.00518570277580244	12	4	0.849646476222209	0.961890118660365
Genus.Coprothermobacter	responder	Resp	-0.000979249467186817	0.00597706026040562	12	4	0.87312529513822	0.961890118660365
Genus.Macellibacteroides	responder	Resp	0.00138379202949069	0.00623538133698332	12	4	0.828838198825141	0.961890118660365
Genus.Modestobacter	responder	Resp	-0.000466492768748749	0.00394337109430174	12	4	0.908174095140809	0.961890118660365
Genus.Coriobacteriaceae_UCG.002	responder	Resp	-0.00100123657498561	0.00924972607311341	12	8	0.915942468267126	0.962147281206417
Family.Rhodobacteraceae	responder	Resp	0.00146061402649796	0.0163343920323627	12	8	0.930514055245737	0.97456205786092
Genus.Haliea	responder	Resp	0.000659580754972473	0.00816843619030486	12	4	0.937235965984215	0.978706583948118
Genus.Staphylococcus	responder	Resp	0.00120789309826597	0.0177847903546469	12	12	0.947190356108636	0.983300252382572
Genus..Eubacterium._ruminantium_group	responder	Resp	0.000402057320996621	0.00575205933426765	12	6	0.945652897736805	0.983300252382572
Genus.Dongia	responder	Resp	-0.000690022787172934	0.0108355645915038	12	4	0.950478964098882	0.983609097070412
Genus.uncultured	responder	Resp	-0.000257635210626817	0.00426710730539908	12	4	0.953044972585173	0.983609097070412
Genus.Stenotrophomonas	responder	Resp	-0.000588073638427676	0.0104199505637158	12	10	0.956105195834953	0.98389895152783
Genus.Brachybacterium	responder	Resp	0.000324294906307388	0.00636476135911037	12	5	0.96036745682381	0.985420520914866
Genus.Alcaligenes	responder	Resp	-0.000711461637147831	0.0223188540507524	12	12	0.975197281685159	0.990702110591237
Genus..Ruminococcus._gnavus_group	responder	Resp	-0.000206499461077225	0.00784105239456984	12	12	0.979507736460263	0.990702110591237
Genus.Nitrospira	responder	Resp	-0.000395735518528647	0.0129978993580172	12	11	0.976310349855155	0.990702110591237
Genus.Collinsella	responder	Resp	0.000250794536526236	0.00692432564671695	12	6	0.971820275968012	0.990702110591237
Genus.Clostridium_sensu_stricto_7	responder	Resp	-0.000185707275002677	0.00697976533811081	12	5	0.979297045871194	0.990702110591237
Genus.Erysipelatoclostridium	responder	Resp	-0.000138014490368631	0.0116922224661818	12	9	0.990814197437618	0.993709828181289
Genus.Pediococcus	responder	Resp	-9.91328728398872e-05	0.00848001666683971	12	4	0.990902738271172	0.993709828181289
Genus.67.14	responder	Resp	9.08132808067361e-05	0.00628204841396206	12	11	0.98875053076494	0.993709828181289
Genus.Nevskia	responder	Resp	-9.06400389312177e-05	0.012066100848285	12	4	0.994154129051558	0.994154129051558
