feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Genus.Anaerobranca	responder	Resp	0.0038799060992148	0.0062196111872277	12	6	0.546712662318573	0.903628969741258
Genus.Butyricimonas	responder	Resp	-0.00218868593736498	0.00354395799327099	12	4	0.550654433706771	0.903628969741258
Genus.Rhodomicrobium	responder	Resp	0.00472959319191263	0.00849383324047074	12	5	0.589889407005026	0.907522164623117
Genus.A21b	responder	Resp	0.0022064753803938	0.00394315640257446	12	5	0.588085487179384	0.907522164623117
Genus.Curvibacter	responder	Resp	-0.0035129689729736	0.00630884144275093	12	4	0.589885489260217	0.907522164623117
Genus.Dialister	responder	Resp	0.00677622183067213	0.0125107450621098	12	11	0.599930884752544	0.915557173517938
Genus.uncultured	responder	Resp	0.00285533236533997	0.00526492536774332	12	8	0.599467073076431	0.915557173517938
Family.Aerococcaceae	responder	Resp	0.0127336198906461	0.0237590817816844	12	10	0.603710550771397	0.917640037172523
Genus.Ochrobactrum	responder	Resp	-0.00586249891382356	0.0110353853832585	12	6	0.606846146633693	0.918731218011169
Genus.Burkholderia.Caballeronia.Paraburkholderia	responder	Resp	0.00925298366103272	0.0175691038603395	12	8	0.609910658899282	0.919095631495701
Genus..Eubacterium._nodatum_group	responder	Resp	-0.00472134972100635	0.00901610686605846	12	4	0.61192419675898	0.919095631495701
Genus.Pseudomonas	responder	Resp	-0.0277191021252301	0.0557631995316344	12	12	0.629874939583928	0.927323292360725
Family.Lactobacillaceae	responder	Resp	0.00341633044906219	0.00722973070699635	12	5	0.646685980198926	0.927323292360725
Genus.Cellvibrio	responder	Resp	0.00424834387602077	0.00875471681753204	12	6	0.6379448069803	0.927323292360725
Genus.Muribaculum	responder	Resp	-0.00511431420437463	0.0106449559271208	12	9	0.64124826247518	0.927323292360725
Genus.Microbacterium	responder	Resp	-0.00315333776586981	0.00663891245243678	12	4	0.645006069764786	0.927323292360725
Genus.Succiniclasticum	responder	Resp	0.00567477909231554	0.0111890380374553	12	4	0.623029681473573	0.927323292360725
Genus.Proteocatella	responder	Resp	-0.00313739881705085	0.0064802270899787	12	7	0.638707730375949	0.927323292360725
Genus.Clostridia_vadinBB60_group	responder	Resp	0.00307392590473495	0.00648095657530472	12	6	0.64547202477981	0.927323292360725
Genus.Nitrosomonas	responder	Resp	0.00487556535664596	0.0103110284115093	12	5	0.646472018613379	0.927323292360725
Genus.RF39	responder	Resp	0.00261736859481892	0.00519259922254704	12	4	0.625139984504891	0.927323292360725
Genus.Succinivibrionaceae_UCG.001	responder	Resp	0.0027859943261148	0.00567024416656057	12	4	0.633793562982195	0.927323292360725
Genus.Subgroup_5	responder	Resp	-0.00329980383528174	0.0068560030397596	12	4	0.640660436934193	0.927323292360725
Genus..Ruminococcus._torques_group	responder	Resp	0.0066582782939721	0.0144039835532278	12	11	0.653794000976831	0.928289838581863
Genus..Eubacterium._coprostanoligenes_group	responder	Resp	0.00545611936224301	0.0122084135215141	12	11	0.664460094984912	0.928289838581863
Genus.Prevotellaceae_Ga6A1_group	responder	Resp	-0.00394701468815611	0.00880390884464473	12	11	0.663475840344685	0.928289838581863
Genus.uncultured	responder	Resp	0.00329322656772288	0.00732949604230824	12	8	0.662788091936939	0.928289838581863
Genus.Lachnospiraceae_ND3007_group	responder	Resp	-0.00344355822203827	0.00752883008184616	12	7	0.657171703164712	0.928289838581863
Genus.Sellimonas	responder	Resp	-0.00296248417128707	0.00653605553228153	12	4	0.660042945431418	0.928289838581863
Genus.Algoriphagus	responder	Resp	-0.00221005145357543	0.00483608744370089	12	4	0.657443462407029	0.928289838581863
Genus.Proteus	responder	Resp	-0.012903831564972	0.0293333145916188	12	11	0.669362128828261	0.931712853314062
Genus.Subgroup_2	responder	Resp	-0.00286076798854821	0.00662034978763107	12	5	0.674825329933875	0.935889143703914
Genus.Veillonella	responder	Resp	-0.00655431694989771	0.0155500418073133	12	12	0.682308088592464	0.939444965118555
Genus.Parabacteroides	responder	Resp	0.00486091284121997	0.0115334525255749	12	10	0.682333711507161	0.939444965118555
Genus.Methyloversatilis	responder	Resp	-0.00222041687897418	0.00536462421444616	12	12	0.687684778926648	0.940044074480987
Genus.Geobacter	responder	Resp	0.00339983545298475	0.00821503799807303	12	4	0.687716454488722	0.940044074480987
Genus.Aeromonas	responder	Resp	0.00336892666378977	0.00837649516390666	12	12	0.696007692020465	0.946348123658348
Genus.Petrimonas	responder	Resp	0.00261069971361271	0.00652084510039503	12	4	0.697309143748256	0.946348123658348
Genus.Chloroplast	responder	Resp	-0.0165899013918479	0.0429365279507648	12	12	0.707307562982829	0.954757512004213
Genus.Massilia	responder	Resp	0.00505933118719245	0.0131521337335179	12	10	0.708530574697864	0.954757512004213
Genus.Vibrio	responder	Resp	-0.00737179415600992	0.0202579119057544	12	12	0.723510878794625	0.956473087690847
Genus.Methyloceanibacter	responder	Resp	0.00321020796401528	0.00885048840732592	12	9	0.724366504345371	0.956473087690847
Genus.Tyzzerella	responder	Resp	-0.0031484352220645	0.00902859121493935	12	7	0.734531290913705	0.956473087690847
Genus..Eubacterium._eligens_group	responder	Resp	-0.00401116039303163	0.011327447446517	12	8	0.730609427859425	0.956473087690847
Genus.Acidothermus	responder	Resp	-0.00305972613365238	0.00878952962220387	12	10	0.734974056857177	0.956473087690847
Family.Pasteurellaceae	responder	Resp	-0.00292995350943775	0.00788218910960864	12	7	0.717857915564123	0.956473087690847
Genus.Hydrogenophaga	responder	Resp	-0.00194730363438256	0.00541918238728133	12	4	0.726816066939976	0.956473087690847
Genus.Atopostipes	responder	Resp	0.00226120056565545	0.00640505197710369	12	4	0.731391415578723	0.956473087690847
Genus.Gallibacterium	responder	Resp	-0.00201239876376181	0.00576736996857085	12	5	0.73437838128019	0.956473087690847
Genus.Catenovulum	responder	Resp	0.00196855144665376	0.0052805662886513	12	4	0.717083411360809	0.956473087690847
Genus.Glutamicibacter	responder	Resp	-0.00319225875525405	0.0092623600892861	12	8	0.737497050244001	0.956480816016111
Family.Enterobacteriaceae	responder	Resp	0.00703953216153229	0.0221223764620015	12	12	0.756872554495056	0.956906544361947
Genus.Lawsonella	responder	Resp	0.00520342409566948	0.0155414106188903	12	12	0.74468501384534	0.956906544361947
Genus.Megasphaera	responder	Resp	-0.00483288405282072	0.0154256836211385	12	11	0.760488885256073	0.956906544361947
Genus.Bifidobacterium	responder	Resp	-0.00491974654254019	0.0152722955393992	12	12	0.753983432755388	0.956906544361947
Genus.Ezakiella	responder	Resp	-0.00270047167686147	0.00830338002138598	12	6	0.751712547801301	0.956906544361947
Family.Sporichthyaceae	responder	Resp	0.00352453744849792	0.0109841355084636	12	4	0.754910137549685	0.956906544361947
Genus.Uruburuella	responder	Resp	-0.00211453337621978	0.00642203145396581	12	7	0.74874981027312	0.956906544361947
Genus.Acetomicrobium	responder	Resp	-0.00178875710452453	0.0056143388930797	12	4	0.756580688441015	0.956906544361947
Genus.Acidithiobacillus	responder	Resp	-0.00130155818632417	0.00412722973120604	12	4	0.758971866328028	0.956906544361947
Genus.Faecalitalea	responder	Resp	-0.001972096812579	0.00652231588670278	12	5	0.768571938432388	0.96388559935415
Genus.Pantoea	responder	Resp	0.00390023446941814	0.0131305868649179	12	7	0.772518663156178	0.965648328945222
Genus.Morganella	responder	Resp	-0.00241803455831935	0.00833774759845587	12	8	0.77773274955946	0.968978507647852
Genus.Porphyromonas	responder	Resp	0.00802525156254573	0.0296705454172208	12	11	0.79229235642323	0.973596788001439
Genus.Agathobacter	responder	Resp	0.00489136367574354	0.0190175253396886	12	10	0.802236959297416	0.973596788001439
Genus..Ruminococcus._gnavus_group	responder	Resp	-0.00329054596081966	0.0129451718791053	12	11	0.804498398506452	0.973596788001439
Family.Lachnospiraceae	responder	Resp	0.00326009075924213	0.0121324982306292	12	11	0.793617092561641	0.973596788001439
Genus.Motilimonas	responder	Resp	-0.00226788658500892	0.00835227755026912	12	5	0.791507172507458	0.973596788001439
Genus.Coprococcus	responder	Resp	-0.00183483729523638	0.00681583810157989	12	7	0.793247061485645	0.973596788001439
Genus.Solobacterium	responder	Resp	0.00164622699543044	0.00634809223262193	12	4	0.800643895124925	0.973596788001439
Genus.Saccharofermentans	responder	Resp	-0.00196470910131236	0.00751267889611639	12	6	0.798999655030638	0.973596788001439
Genus.OM43_clade	responder	Resp	-0.00182804514430472	0.00718407224931914	12	4	0.804297789512947	0.973596788001439
Genus.Gemella	responder	Resp	0.00274134067945437	0.0120182032175274	12	10	0.824165693867725	0.975434522763822
Family.Rhodobacteraceae	responder	Resp	-0.00431022174394065	0.0183581987969843	12	9	0.819113564568412	0.975434522763822
Genus.Acetobacter	responder	Resp	0.00434942718297307	0.0182560850324759	12	5	0.816501709974017	0.975434522763822
Genus.Lachnospira	responder	Resp	-0.00271292324697889	0.0112757694557055	12	10	0.81472778340246	0.975434522763822
Genus.Rhodococcus	responder	Resp	-0.00173547575683522	0.00771090827515339	12	9	0.826459283857882	0.975434522763822
Genus.Snodgrassella	responder	Resp	0.00191446231803372	0.00864103841840602	12	6	0.829119344349249	0.975434522763822
Genus.Chryseolinea	responder	Resp	-0.00174749536500974	0.00703287663120243	12	6	0.808795101360768	0.975434522763822
Genus.Methyloligellaceae	responder	Resp	0.00191529150908898	0.00812153232661804	12	4	0.818325206030555	0.975434522763822
Genus..Eubacterium._ventriosum_group	responder	Resp	0.00118949619692529	0.00530042150111379	12	4	0.8269529812192	0.975434522763822
Genus.uncultured	responder	Resp	-0.00283672264132505	0.0130603377143167	12	8	0.832418890800792	0.976293760815744
Genus.Bacillus	responder	Resp	-0.00331112303228184	0.0164638643573016	12	12	0.844640753346568	0.978547214242975
Genus.Abiotrophia	responder	Resp	0.0031809008181222	0.0157957578290704	12	6	0.844441089826326	0.978547214242975
Genus.Chryseomicrobium	responder	Resp	-0.00146431884686624	0.00716049793493542	12	4	0.842065285438712	0.978547214242975
Genus.Caulobacter	responder	Resp	0.00130855204736249	0.00630907787517453	12	5	0.839854132497507	0.978547214242975
Genus.Akkermansia	responder	Resp	0.00281123684652511	0.0159301626061415	12	12	0.863445450223436	0.979015074035551
Genus.CAG.352	responder	Resp	0.00236139626508244	0.0128822414290575	12	8	0.858220993049208	0.979015074035551
Genus.Paenibacillus	responder	Resp	-0.00244416613341661	0.0137645352712355	12	10	0.862606120924191	0.979015074035551
Genus.Stenotrophomonas	responder	Resp	-0.00155452952075713	0.0091324815790954	12	10	0.868231789342055	0.979015074035551
Genus.Erysipelatoclostridium	responder	Resp	-0.00148257792118607	0.00831619621034368	12	11	0.862066060459312	0.979015074035551
Family.Intrasporangiaceae	responder	Resp	0.00158380073314172	0.00889436342887404	12	7	0.862225173568861	0.979015074035551
Genus.Steroidobacter	responder	Resp	0.00118826314189015	0.00694435453259643	12	6	0.867548428067437	0.979015074035551
Genus.Actinospica	responder	Resp	0.0009847109863436	0.00563317081687927	12	5	0.864720767163073	0.979015074035551
Family.Sphingomonadaceae	responder	Resp	-0.0009518055913751	0.00517018623954513	12	4	0.857618473531386	0.979015074035551
Genus.Mycobacterium	responder	Resp	0.00233806411232469	0.0143113793772856	12	8	0.873480848870118	0.982019889262263
Genus.Faecalibacterium	responder	Resp	-0.00392666443770609	0.0253492782860881	12	12	0.879980166069104	0.983507244430176
Genus.uncultured	responder	Resp	0.000823732311991126	0.00523990244547938	12	8	0.878213028639798	0.983507244430176
Genus.Lachnospiraceae_UCG.006	responder	Resp	-0.00107541321568694	0.00730087710799849	12	5	0.885823363074518	0.984999248796647
Genus..Eubacterium._ruminantium_group	responder	Resp	-0.000721332980782719	0.00494535880927147	12	4	0.886929756296165	0.984999248796647
Genus.Rikenella	responder	Resp	-0.000646372462070388	0.00451848068966613	12	4	0.889091427203289	0.984999248796647
Genus.Parasutterella	responder	Resp	-0.00232793979766435	0.0174279252414016	12	12	0.89638833909732	0.987326286541976
Genus.Rikenellaceae_RC9_gut_group	responder	Resp	-0.000927851167167736	0.00693865687805668	12	7	0.896275255453603	0.987326286541976
Genus.Pyramidobacter	responder	Resp	-0.00131156831071122	0.0128032202164137	12	7	0.920432145978548	0.988034506982623
Genus.Conexibacter	responder	Resp	0.00146741525915956	0.0120742867196814	12	7	0.905676931959708	0.988034506982623
Genus.Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	responder	Resp	0.000852063862201621	0.00796870988250597	12	4	0.916962269839365	0.988034506982623
Genus.67.14	responder	Resp	-0.00123757506905954	0.011262111203944	12	8	0.914671901550749	0.988034506982623
Genus.uncultured	responder	Resp	-0.000954163489808027	0.0084743110053701	12	8	0.912579979747305	0.988034506982623
Genus.Puia	responder	Resp	0.000702328820839713	0.00608140777941605	12	4	0.910344595430943	0.988034506982623
Genus.Paenarthrobacter	responder	Resp	0.000853668472397418	0.00730585272106012	12	5	0.909294554042209	0.988034506982623
Genus.UBA1819	responder	Resp	0.000504518217735523	0.00474443292390555	12	4	0.917416396733919	0.988034506982623
Genus.uncultured	responder	Resp	0.000386869437863943	0.00372850934598487	12	8	0.919411417055133	0.988034506982623
Genus.Peptoniphilus	responder	Resp	0.00458772247475212	0.0605348079181863	12	11	0.941083693069807	0.990915572206921
Genus.Anaerococcus	responder	Resp	0.00289971413869903	0.0422102668477303	12	12	0.946585138713453	0.990915572206921
Family.Butyricicoccaceae	responder	Resp	-0.00110573688926008	0.0125620743830284	12	9	0.931597082230126	0.990915572206921
Genus.Sutterella	responder	Resp	0.000824849537364928	0.0116870922285048	12	7	0.945125264070611	0.990915572206921
Genus.Providencia	responder	Resp	-0.00077859068035177	0.0101836162258295	12	9	0.940564950740875	0.990915572206921
Genus.Peptostreptococcus	responder	Resp	-0.000489368122196159	0.00560371298676392	12	4	0.932133783894098	0.990915572206921
Genus.Nitrospira	responder	Resp	0.00116220088118425	0.0141513716409864	12	9	0.936166802223549	0.990915572206921
Genus.Chitinophaga	responder	Resp	0.000885366984242977	0.0126532226719075	12	6	0.945595712376892	0.990915572206921
Genus.uncultured	responder	Resp	0.000564657271133585	0.00668843908447739	12	8	0.93438642872344	0.990915572206921
Genus..Eubacterium._hallii_group	responder	Resp	-0.000675723733034555	0.0122880833897752	12	9	0.95722944205126	0.995321376850152
Genus.Exiguobacterium	responder	Resp	0.000651771087940759	0.0122606210163649	12	7	0.958651641913567	0.995321376850152
Genus..Ruminococcus._gauvreauii_group	responder	Resp	0.000526153869561111	0.00898197209634991	12	5	0.954441592895504	0.995321376850152
Genus.Staphylococcus	responder	Resp	0.000653339749094495	0.0181936178672622	12	12	0.972060544680007	0.996180800444749
Genus.Roseburia	responder	Resp	-0.000369345915165944	0.0110007313114167	12	12	0.97387702802855	0.996180800444749
Genus.Prevotella	responder	Resp	-0.00123371853206182	0.0266763061574737	12	12	0.964023350067126	0.996180800444749
Genus.Subdoligranulum	responder	Resp	-0.000478432440531108	0.0120983815071501	12	9	0.969234113304541	0.996180800444749
Genus.Desulfatiglans	responder	Resp	-0.000181419700054652	0.00569380618301493	12	4	0.975208573066964	0.996180800444749
Genus.CL500.29_marine_group	responder	Resp	0.000214384927622372	0.00538374021240722	12	4	0.969019779516973	0.996180800444749
Genus.Cloacibacterium	responder	Resp	-0.000190076865998614	0.0067505614883954	12	9	0.978090784400381	0.996446375528538
Genus.Thiobacillus	responder	Resp	4.44201501853767e-05	0.0100483273530211	12	4	0.996559787450712	0.997858777064401
Genus.Allobaculum	responder	Resp	-2.7714694607874e-05	0.0100727531770091	12	8	0.997858777064401	0.997858777064401
Genus.Kapabacteriales	responder	Resp	-7.38846948788209e-05	0.00516558734166084	12	5	0.988869387322487	0.997858777064401
Genus.Mucispirillum	responder	Resp	0.00016736510096798	0.00863924153928632	12	9	0.984924907307584	0.997858777064401
Genus.Paeniclostridium	responder	Resp	0.000139975861908138	0.00666836634370346	12	4	0.983665749841583	0.997858777064401
Class.Gammaproteobacteria	responder	Resp	2.08070116035607e-05	0.00673911410089854	12	4	0.997597260295726	0.997858777064401
Genus.Blastomonas	responder	Resp	-4.69657708673347e-05	0.00606942494932042	12	4	0.99397815287451	0.997858777064401
